Name,Flavour,Average Ratings,Category,Chemical Type,Energize Score,THC Potency,After Effects,Chemical Compound,Compound Description
monster-cookies,Monster Cookies,4.603498542,Indica,THC Dominant,-0.837433147,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
guava,Guava,4.538461538,Sativa,THC Dominant,0.812165856,comparable,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
lemonchello-28,Limoncello,4.346938776,Hybrid,THC Dominant,0.044010194,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
dutch-treat,Dutch Treat,4.301075269,Hybrid,THC Dominant,0.283896726,comparable,euphoric,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
nyc-diesel,NYC Diesel,4.163655685,Hybrid,THC Dominant,0.779472834,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
watermelon-zkittlez,Watermelon Zkittlez,4.711538462,Indica,THC Dominant,-0.45043483,more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
critical-mass,Critical Mass,4.21007371,Indica,THC Dominant,-0.657035975,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
vanilla-frosting,Vanilla Frosting,4.358974359,Hybrid,THC Dominant,0.054605444,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
moby-dick,Moby Dick,4.310126582,Sativa,THC Dominant,0.743168881,comparable,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gorilla-cake,Gorilla Cake,4.257142857,Hybrid,THC Dominant,-0.076510781,slightly less,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
platinum-purple-kush,Platinum Purple Kush,4.293413174,Indica,THC Dominant,-0.950225206,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
acdc,ACDC,4.451693852,Hybrid,CBD Dominant,-0.101316553,,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sour-og,Sour OG,4.297043011,Hybrid,THC Dominant,0.288882682,slightly more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lamb-s-bread,Lamb's Bread,4.364508393,Sativa,THC Dominant,1.161205596,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
super-sour-diesel,Super Sour Diesel,4.424914676,Sativa,THC Dominant,0.986987489,slightly more,euphoric,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
member-berry,Member Berry,4.62345679,Hybrid,THC Dominant,-0.08727878,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
the-white,The White,4.516393443,Hybrid,THC Dominant,-0.405684426,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
24k-gold,24k Gold,4.536912752,Hybrid,THC Dominant,-0.00686639,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
white-99,White 99,4.633540373,Hybrid,THC Dominant,0.49362212,more,euphoric,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
fruit-punch,Fruit Punch,4.516778523,Sativa,THC Dominant,1.099460149,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
alien-cookies,Alien Cookies,4.6875,Hybrid,THC Dominant,-0.403547802,more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
diamond-og,Diamond OG,4.483091787,Indica,THC Dominant,-0.915190315,comparable,relaxed,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
jillybean,Jillybean,4.248234107,Hybrid,THC Dominant,0.997480172,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
skywalker-alien,Skywalker Alien,4.350877193,Hybrid,THC Dominant,-0.563745148,,relaxed,,
blue-zkittlez,Blue Zkittlez,4.629310345,Indica,THC Dominant,-0.573032879,slightly less,relaxed,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
lemon-tree,Lemon Tree,4.535087719,Hybrid,THC Dominant,-0.021598858,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
agent-orange,Agent Orange,4.127493495,Hybrid,THC Dominant,0.840412146,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
snowman,Snowman,4.526315789,Hybrid,THC Dominant,-1.810158646,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
pink-cookies,Pink Cookies,4.509615385,Hybrid,THC Dominant,-0.513973326,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
xj-13,XJ-13,4.264171123,Hybrid,THC Dominant,0.948417728,comparable,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
juicy-fruit,Juicy Fruit,4.064914992,Hybrid,THC Dominant,0.660043376,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
obama-kush,Obama Kush,4.357241379,Indica,THC Dominant,-0.434183151,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
death-bubba,Death Bubba,4.644021739,Indica,THC Dominant,-0.998101367,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cherry-punch,Cherry Punch,4.424242424,Hybrid,THC Dominant,-0.084355341,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
mk-ultra,MK Ultra,4.45,Indica,THC Dominant,-0.869907253,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
rainbow,Rainbow,4.395522388,Hybrid,THC Dominant,0.17800895,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
larry-bird-kush,Larry Bird,4.695652174,Hybrid,THC Dominant,0.279173071,,relaxed,,
lucky-charms,Lucky Charms,4.525,Hybrid,THC Dominant,0.340677208,more,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
sensi-star,Sensi Star,4.126436782,Indica,THC Dominant,-0.548835896,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
jr,Jager,4.517647059,Indica,THC Dominant,-0.623309252,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
blueberry-kush,Blueberry Kush,4.138679245,Indica,THC Dominant,-0.609551447,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
layer-cake,Layer Cake,4.675324675,Hybrid,THC Dominant,-0.223814194,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
grape-pie,Grape Pie,4.685714286,Hybrid,THC Dominant,-0.178490067,slightly more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
el-jeffe,El Jefe,4.5,Indica,THC Dominant,-0.755200513,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
blackberry,Blackberry,4.071553229,Hybrid,THC Dominant,-0.316377553,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
donkey-butter,Donkey Butter,4.666666667,Indica,THC Dominant,-0.909562352,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
truffle-butter,Truffle Butter,4.384615385,Indica,THC Dominant,0.044010194,,relaxed,,
blueberry-headband,Blueberry Headband,4.278481013,Hybrid,THC Dominant,0.39768264,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
legend-og,Legend OG,4.659090909,Indica,THC Dominant,-1.109694862,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
hawaiian,Hawaiian,4.18902439,Sativa,THC Dominant,0.700100706,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
strawberry-shortcake,Strawberry Shortcake,4.476923077,Indica,THC Dominant,-0.504823783,more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
cookie-dawg,Cookie Dawg,4.307692308,Hybrid,THC Dominant,-0.889055416,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
grapefruit,Grapefruit,4.241319444,Sativa,THC Dominant,1.205787535,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
godfather-og,Godfather OG,4.521327014,Indica,THC Dominant,-0.90913684,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
apple-jack,Apple Jack,4.166666667,Hybrid,THC Dominant,0.564284435,comparable,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
cali-kush,Cali Kush,4.081300813,Hybrid,THC Dominant,-0.256188571,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
peyote-cookies,Peyote Cookies,4.64556962,Indica,THC Dominant,-0.716772485,comparable,relaxed,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
mango-haze,Mango Haze,4.505084746,Sativa,THC Dominant,0.578545355,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
og-18,OG #18,4.602803738,Hybrid,THC Dominant,-0.677612274,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
jet-fuel-gelato,Jet Fuel Gelato,4.5,Hybrid,THC Dominant,1.069256493,more,uplifted,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
holy-grail-kush,Holy Grail Kush,4.518672199,Hybrid,THC Dominant,-0.180565981,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
gelato-45,Gelato 45,4.5,Hybrid,THC Dominant,-0.45043483,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
mango,Mango,4.078431373,Indica,THC Dominant,-0.389810202,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
deadhead-og,Deadhead OG,4.298561151,Hybrid,THC Dominant,0.111043163,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
strawberry-diesel,Strawberry Diesel,4.372239748,Hybrid,THC Dominant,0.61299096,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
strawberry-kush,Strawberry Kush,4.13800905,Hybrid,THC Dominant,-0.095347719,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
island-sweet-skunk,Island Sweet Skunk,4.22863485,Sativa,THC Dominant,1.220346982,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
white-russian,White Russian,4.254681648,Hybrid,THC Dominant,0.481672662,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
space-cake,Space Cake,4.837837838,Hybrid,THC Dominant,0.883633819,comparable,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
bacio-gelato,Bacio Gelato,4.875,Hybrid,THC Dominant,-0.903676102,more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
strawberry-cheesecake,Strawberry Cheesecake,4.41025641,Indica,THC Dominant,-0.255115387,slightly less,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
orange-kush,Orange Kush,4.109090909,Indica,THC Dominant,-0.526358495,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
rockstar,Rockstar,4.213675214,Indica,THC Dominant,-0.672019452,comparable,relaxed,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
big-bud,Big Bud,3.817073171,Indica,THC Dominant,-0.707679876,slightly less,relaxed,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
garlic-bud,Garlic,4.307692308,Indica,THC Dominant,-0.722379593,more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
papaya-punch,Papaya Punch,4.470588235,Hybrid,THC Dominant,-0.535417569,slightly more,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
fatso,Fatso,4.5,Indica,THC Dominant,-0.241246551,more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
mendocino-purps,Mendocino Purps,4.262798635,Hybrid,THC Dominant,-0.271885238,less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
black-domina,Black Domina,4.113496933,Indica,THC Dominant,-0.943195777,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
sunshine,Sunshine,4.642857143,Sativa,THC Dominant,1.258244655,more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sour-apple,Sour Apple,4.229166667,Hybrid,THC Dominant,-0.242699247,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lemon-diesel,Lemon Diesel,4.175468484,Hybrid,THC Dominant,0.613595621,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-sunset,Purple Sunset,4.551020408,Indica,THC Dominant,-0.707679876,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
white-gold,White Gold,4.653333333,Hybrid,THC Dominant,-0.014297003,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
wookies,Wookies,4.666666667,Hybrid,THC Dominant,-0.639613796,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
dream-queen,Dream Queen,4.25,Hybrid,THC Dominant,0.418461852,slightly less,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sunset,Sunset,4.14516129,Indica,THC Dominant,-1.245350292,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
california-orange,California Orange,4.25862069,Hybrid,THC Dominant,0.540339536,slightly more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gorilla-zkittlez,Gorilla Zkittlez,4.565217391,Hybrid,THC Dominant,-0.790365784,comparable,relaxed,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
marathon-og,Marathon OG,4.815789474,Indica,Unknown,-0.45043483,,relaxed,,
goji-og,Goji OG,4.437037037,Hybrid,THC Dominant,0.441543993,comparable,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
white-buffalo,White Buffalo,4.53909465,Sativa,THC Dominant,0.923306757,comparable,euphoric,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
magic-melon,Magic Melon,4.178571429,Hybrid,THC Dominant,0.484375293,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
face-off-og,Face Off OG,4.743243243,Indica,THC Dominant,-0.872709307,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
berry-pie,Berry Pie,4,Sativa,THC Dominant,-0.45043483,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
cannatonic,Cannatonic,4.262529833,Hybrid,Balanced THC/CBD,-0.256621191,much less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
